Crater_ID,Latitude,Longitude,Elevation,Temperature,Ice_Probability,Estimated_Area_sqm,Estimated_Depth_m,Calculated_Volume_m3,Status
CRATER-ICE-175,-89.57926098900933,40.71807234061914,-1413.6030094136254,56.761899067468505,0.917,7485.4,23.5,161306.6,Confirmed Cryogenic Deposit
CRATER-ICE-176,-89.6394178725098,32.77307338035902,-1884.422150352499,42.96731227507562,0.916,7479.2,23.4,160312.2,Confirmed Cryogenic Deposit
CRATER-ICE-177,-88.66281958872482,262.7600823732952,-1088.142913185431,69.31954633711413,0.915,7473.0,23.4,160004.4,Confirmed Cryogenic Deposit
CRATER-ICE-178,-89.6684164226598,90.12914264550795,-2335.901731416743,46.38101812035268,0.915,7473.0,23.4,160004.4,Confirmed Cryogenic Deposit
CRATER-ICE-179,-89.60759777795428,339.7558975963252,-281.52730688205384,63.6932007690822,0.915,7473.0,23.4,160004.4,Confirmed Cryogenic Deposit
CRATER-ICE-180,-89.62387928440104,315.4730291695832,-981.3510003318686,61.71552634105946,0.914,7466.8,23.4,159696.9,Confirmed Cryogenic Deposit
CRATER-ICE-181,-88.80316984445706,26.12692729609588,-1576.2045730130858,54.151091217067446,0.914,7466.8,23.4,159696.9,Confirmed Cryogenic Deposit
CRATER-ICE-182,-88.43748141657153,293.6955063691063,-1711.252266265613,68.3034020629504,0.914,7466.8,23.4,159696.9,Confirmed Cryogenic Deposit
CRATER-ICE-183,-89.8317096797862,255.4816836616288,-2261.009729559326,43.39986316144497,0.914,7466.8,23.4,159696.9,Confirmed Cryogenic Deposit
CRATER-ICE-184,-88.60705132605804,131.95842745652143,-616.6104405513976,74.96659839021355,0.914,7466.8,23.4,159696.9,Confirmed Cryogenic Deposit
CRATER-ICE-185,-89.06998366503116,56.65377000596775,-995.2182828649832,56.44055376062423,0.913,7460.6,23.4,159389.8,Confirmed Cryogenic Deposit
CRATER-ICE-186,-88.81296636892782,355.9952563695156,-1391.5640750124671,78.22384272329316,0.912,7454.4,23.4,159082.9,Confirmed Cryogenic Deposit
CRATER-ICE-187,-89.23268316403733,147.32984656274303,-2456.3800362943766,45.78136230644134,0.912,7454.4,23.4,159082.9,Confirmed Cryogenic Deposit
CRATER-ICE-188,-88.36821756839319,198.20542843489116,-1707.4197734538511,64.88585277278884,0.911,7448.2,23.4,158776.3,Confirmed Cryogenic Deposit
CRATER-ICE-189,-89.85170365918623,151.8165423093299,122.33044098433744,78.13493401856192,0.911,7448.2,23.4,158776.3,Confirmed Cryogenic Deposit
CRATER-ICE-190,-88.73752106180387,294.15676788094135,-545.6063205941306,88.68559805753347,0.911,7448.2,23.4,158776.3,Confirmed Cryogenic Deposit
CRATER-ICE-191,-89.28979190999169,77.34765831299931,-1296.860345912443,45.86775113246189,0.91,7442.0,23.3,157792.7,Confirmed Cryogenic Deposit
CRATER-ICE-192,-89.60118090445854,75.42692075251156,-2408.436840295597,76.18860163958665,0.909,7435.8,23.3,157488.0,Confirmed Cryogenic Deposit
CRATER-ICE-193,-88.13224300167828,250.7425860516801,-591.0607687586892,60.18509581719861,0.909,7435.8,23.3,157488.0,Confirmed Cryogenic Deposit
CRATER-ICE-194,-89.77428614121457,80.26200308079129,-1446.0619116509952,87.92457538979488,0.909,7435.8,23.3,157488.0,Confirmed Cryogenic Deposit
CRATER-ICE-195,-89.02764206314731,14.381270382993964,-1457.4021631921669,52.46796246676824,0.908,7429.6,23.3,157183.6,Confirmed Cryogenic Deposit
CRATER-ICE-196,-88.9142978186876,217.15670235582155,-2442.4282222718566,63.52347331062953,0.908,7429.6,23.3,157183.6,Confirmed Cryogenic Deposit
CRATER-ICE-197,-88.85050433814726,304.67448460111456,-789.1829045962118,73.75894274731445,0.908,7429.6,23.3,157183.6,Confirmed Cryogenic Deposit
CRATER-ICE-198,-88.84840362520129,221.10614063443413,-1746.348085052149,60.031937461155394,0.908,7429.6,23.3,157183.6,Confirmed Cryogenic Deposit
CRATER-ICE-199,-89.66145459195096,232.09919185745437,-1884.5940639612056,51.76869846014856,0.908,7429.6,23.3,157183.6,Confirmed Cryogenic Deposit
CRATER-ICE-200,-88.62957788214358,76.2171739732695,-696.2083884730096,43.58822497965158,0.907,7423.4,23.3,156879.5,Confirmed Cryogenic Deposit
CRATER-ICE-201,-88.41730554428693,192.78788979094688,395.298992587552,94.69626677391926,0.905,7411.0,23.2,155601.4,Confirmed Cryogenic Deposit
CRATER-ICE-202,-88.29274926461231,212.7297934178017,-1269.61217865451,71.09691668308304,0.904,7404.8,23.2,155299.4,Confirmed Cryogenic Deposit
CRATER-ICE-203,-89.30104507416604,243.41104389652455,-1246.2929273714728,51.774810772368674,0.904,7404.8,23.2,155299.4,Confirmed Cryogenic Deposit
CRATER-ICE-204,-89.43097164756811,130.7277324934064,-2488.017338327197,41.29471563537744,0.9,7380.0,23.2,154094.4,Confirmed Cryogenic Deposit
CRATER-ICE-205,-89.61225350832282,288.5100519271058,-1060.861190419878,72.93674649683643,0.9,7380.0,23.2,154094.4,Confirmed Cryogenic Deposit
CRATER-ICE-206,-89.5236144977565,240.0151879427244,-1764.4303578227689,60.48662178772598,0.9,7380.0,23.2,154094.4,Confirmed Cryogenic Deposit
CRATER-ICE-207,-89.83032428882628,73.26399899947913,-772.5222292369725,60.77950052378385,0.9,7380.0,23.2,154094.4,Confirmed Cryogenic Deposit
CRATER-ICE-208,-88.11679341140105,141.7389010750935,-1640.427174560561,68.47441664663867,0.899,7373.8,23.1,153131.0,Confirmed Cryogenic Deposit
CRATER-ICE-209,-88.03037498990012,69.6410020842975,316.4058767930842,43.98053386596275,0.899,7373.8,23.1,153131.0,Confirmed Cryogenic Deposit
CRATER-ICE-210,-89.270430784401,248.38716856549047,-407.951015426912,80.28319767611353,0.899,7373.8,23.1,153131.0,Confirmed Cryogenic Deposit
CRATER-ICE-211,-88.02343078480637,294.41594648382863,-1856.2627689059736,79.59668043911032,0.898,7367.6,23.1,152832.0,Confirmed Cryogenic Deposit
CRATER-ICE-212,-88.69332206335147,5.1107884098205325,-1184.003611034865,74.55155424414363,0.898,7367.6,23.1,152832.0,Confirmed Cryogenic Deposit
CRATER-ICE-213,-88.79470036989974,121.0195218886488,-1463.838605636672,62.93271331806258,0.897,7361.4,23.1,152533.4,Confirmed Cryogenic Deposit
CRATER-ICE-214,-88.23082043352744,233.10712640525875,-1671.9323169999466,85.13534010140592,0.897,7361.4,23.1,152533.4,Confirmed Cryogenic Deposit
CRATER-ICE-215,-89.04682634093277,291.8629674829486,-1740.843493239044,50.71488182944766,0.897,7361.4,23.1,152533.4,Confirmed Cryogenic Deposit
CRATER-ICE-216,-88.11495201102804,66.87970369153481,-1416.297119308633,45.13742249681188,0.896,7355.2,23.1,152235.0,Confirmed Cryogenic Deposit
CRATER-ICE-217,-88.36285508344582,242.70916198140029,-1770.9031145635738,55.584744832930895,0.896,7355.2,23.1,152235.0,Confirmed Cryogenic Deposit
CRATER-ICE-218,-88.37429606328011,45.33863077710021,971.8535515890572,73.27531458809483,0.896,7355.2,23.1,152235.0,Confirmed Cryogenic Deposit
CRATER-ICE-219,-89.25247327351927,258.48510412572057,-494.0823281680158,77.488362459257,0.896,7355.2,23.1,152235.0,Confirmed Cryogenic Deposit
CRATER-ICE-220,-88.35392564692776,52.56608601315896,-1260.7190280637285,73.12100678330307,0.893,7336.6,23.0,150686.4,Confirmed Cryogenic Deposit
CRATER-ICE-221,-88.47098276787575,81.51465783155399,45.74930590140639,85.0706713321932,0.891,7324.2,23.0,150094.8,Confirmed Cryogenic Deposit
CRATER-ICE-222,-88.74527096771983,128.7047982338053,639.9752995091787,84.99338581497423,0.89,7318.0,23.0,149799.5,Confirmed Cryogenic Deposit
CRATER-ICE-223,-89.31391026516998,226.3396993292096,-1027.9744456452352,84.25364355639374,0.89,7318.0,23.0,149799.5,Confirmed Cryogenic Deposit
CRATER-ICE-224,-88.58838659088862,266.9770871053951,-1642.2006296530576,90.50147304998258,0.89,7318.0,23.0,149799.5,Confirmed Cryogenic Deposit
CRATER-ICE-225,-88.10589367068448,32.65951778921911,-2094.818787369306,71.88829372210493,0.889,7311.8,22.9,148854.4,Confirmed Cryogenic Deposit
CRATER-ICE-226,-89.55527267332938,46.57702210801232,-802.6923080160836,52.26769325771131,0.889,7311.8,22.9,148854.4,Confirmed Cryogenic Deposit
CRATER-ICE-227,-88.26883773635205,115.79848970210892,-1458.9462032329502,70.37514989192266,0.888,7305.6,22.9,148560.8,Confirmed Cryogenic Deposit
CRATER-ICE-228,-88.84323768400299,113.40297906831866,-3594.965282128498,61.59547950099146,0.888,7305.6,22.9,148560.8,Confirmed Cryogenic Deposit
CRATER-ICE-229,-88.76586968796136,258.69734664847044,-38.45869414822232,62.46682642497889,0.888,7305.6,22.9,148560.8,Confirmed Cryogenic Deposit
CRATER-ICE-230,-88.8558951235849,207.5561963824104,130.34515775186992,89.6772993734015,0.888,7305.6,22.9,148560.8,Confirmed Cryogenic Deposit
CRATER-ICE-231,-89.84295058987416,350.0026953178887,-2064.2136478245543,89.22743582886162,0.888,7305.6,22.9,148560.8,Confirmed Cryogenic Deposit
CRATER-ICE-232,-88.55278501304326,137.65079918218603,-2096.7175790145275,45.5945144221796,0.887,7299.4,22.9,148267.6,Confirmed Cryogenic Deposit
CRATER-ICE-233,-89.59069712050817,128.14862069960515,806.6450184452506,41.49756267852666,0.887,7299.4,22.9,148267.6,Confirmed Cryogenic Deposit
CRATER-ICE-234,-88.6646179244435,325.1785040060091,-800.7115945608471,40.38975570960603,0.887,7299.4,22.9,148267.6,Confirmed Cryogenic Deposit
CRATER-ICE-235,-89.80182942884989,282.22290651522275,-1870.2584489342253,61.30390568119191,0.886,7293.2,22.9,147974.7,Confirmed Cryogenic Deposit
CRATER-ICE-236,-89.24272351416077,98.51989857172477,-893.2359881166271,69.68704679311223,0.886,7293.2,22.9,147974.7,Confirmed Cryogenic Deposit
CRATER-ICE-237,-88.42815829075576,287.88907032100485,-1847.1711143406403,42.470603038317456,0.885,7287.0,22.9,147682.0,Confirmed Cryogenic Deposit
CRATER-ICE-238,-88.92888408686996,201.6869269618989,-1270.0428371627515,93.88446252121828,0.885,7287.0,22.9,147682.0,Confirmed Cryogenic Deposit
CRATER-ICE-239,-88.10628725459543,352.42104810767825,-1378.4205450131217,50.58107496733374,0.885,7287.0,22.9,147682.0,Confirmed Cryogenic Deposit
CRATER-ICE-240,-88.57754338631756,197.898211858792,-2028.769542885312,88.95457432507169,0.884,7280.8,22.9,147389.6,Confirmed Cryogenic Deposit
CRATER-ICE-241,-89.33894806130891,321.87583299821733,-1767.0225621771986,51.6992312223488,0.884,7280.8,22.9,147389.6,Confirmed Cryogenic Deposit
CRATER-ICE-242,-88.09399100008622,154.86332703995274,-1728.909689752778,91.6390049705919,0.884,7280.8,22.9,147389.6,Confirmed Cryogenic Deposit
CRATER-ICE-243,-88.68567211815055,96.58339215399816,-1019.7842223879628,70.3982628819532,0.884,7280.8,22.9,147389.6,Confirmed Cryogenic Deposit
CRATER-ICE-244,-88.7619408344633,58.64495561186186,-2585.9956759738616,69.56606491204927,0.883,7274.6,22.8,146455.2,Confirmed Cryogenic Deposit
CRATER-ICE-245,-88.54226774686988,100.44298452520678,-426.4346837241467,48.42124419981534,0.883,7274.6,22.8,146455.2,Confirmed Cryogenic Deposit
CRATER-ICE-246,-89.38432217715125,75.3864170219761,-2389.8995571231817,78.18618529786204,0.883,7274.6,22.8,146455.2,Confirmed Cryogenic Deposit
CRATER-ICE-247,-88.3930285394062,4.683676833314179,-576.6954995293182,67.6363929954093,0.882,7268.4,22.8,146164.6,Confirmed Cryogenic Deposit
CRATER-ICE-248,-88.38324292530254,6.491523537082804,-921.8611662040004,56.05106379032559,0.881,7262.2,22.8,145874.4,Confirmed Cryogenic Deposit
CRATER-ICE-249,-88.7967740707717,75.47793196021215,-753.4143144973575,52.57415819161948,0.881,7262.2,22.8,145874.4,Confirmed Cryogenic Deposit
CRATER-ICE-250,-89.34584110045233,229.7607894146201,-926.2195364605236,57.11813777671546,0.881,7262.2,22.8,145874.4,Confirmed Cryogenic Deposit
CRATER-ICE-251,-88.26098310481656,301.90384663130044,-682.6048516650844,89.35824141755901,0.881,7262.2,22.8,145874.4,Confirmed Cryogenic Deposit
CRATER-ICE-252,-89.32446011521694,50.29940411242347,-1428.433300245779,42.62853161285668,0.881,7262.2,22.8,145874.4,Confirmed Cryogenic Deposit
CRATER-ICE-253,-88.30797408778157,91.83140007170331,-2699.892524401369,53.48487471882552,0.881,7262.2,22.8,145874.4,Confirmed Cryogenic Deposit
CRATER-ICE-254,-88.17843458508561,272.3538900583104,-1867.8639284373385,85.23708070783306,0.881,7262.2,22.8,145874.4,Confirmed Cryogenic Deposit
CRATER-ICE-255,-88.46319413349467,140.5355205769034,-370.3957405046731,68.93239936900255,0.88,7256.0,22.8,145584.4,Confirmed Cryogenic Deposit
CRATER-ICE-256,-88.55712328791765,308.5020467529797,-2050.4290182829745,75.17656303326446,0.88,7256.0,22.8,145584.4,Confirmed Cryogenic Deposit
CRATER-ICE-257,-89.02452034073782,215.16564078844527,-1444.5059539254364,94.32381953439088,0.88,7256.0,22.8,145584.4,Confirmed Cryogenic Deposit
CRATER-ICE-258,-89.51193999789999,257.0713281666063,-1772.410212898199,40.69612236165244,0.879,7249.8,22.8,145294.7,Confirmed Cryogenic Deposit
CRATER-ICE-259,-89.78533104041793,10.547799517230612,-1530.7589627774362,74.1713368819234,0.879,7249.8,22.8,145294.7,Confirmed Cryogenic Deposit
CRATER-ICE-260,-89.83030191450787,196.7314899691355,-391.6965493733892,48.08158977703069,0.878,7243.6,22.7,144369.3,Confirmed Cryogenic Deposit
CRATER-ICE-261,-88.3001367406848,285.88844222361803,-1659.055931128095,83.27786480518188,0.878,7243.6,22.7,144369.3,Confirmed Cryogenic Deposit
CRATER-ICE-262,-88.98544611189288,358.0431324064289,-1434.2063350179635,42.185103435058,0.877,7237.4,22.7,144081.4,Confirmed Cryogenic Deposit
CRATER-ICE-263,-89.55397596019148,342.2680967565618,-1593.2355310455237,40.093776732624576,0.876,7231.2,22.7,143793.9,Confirmed Cryogenic Deposit
CRATER-ICE-264,-88.15315525089261,124.818754044928,-743.0206318110083,50.05808364648841,0.876,7231.2,22.7,143793.9,Confirmed Cryogenic Deposit
CRATER-ICE-265,-88.11715313204003,37.677758524733214,-1832.0136774521663,80.2761846377048,0.876,7231.2,22.7,143793.9,Confirmed Cryogenic Deposit
CRATER-ICE-266,-88.49039697877845,245.00991345075624,-1123.19258560236,73.21994109474929,0.875,7225.0,22.7,143506.6,Confirmed Cryogenic Deposit
CRATER-ICE-267,-89.61181772850777,274.36666336211687,644.7572687741917,59.95036000193193,0.873,7212.6,22.7,142932.8,Confirmed Cryogenic Deposit
CRATER-ICE-268,-88.84445581721732,250.43067124034687,-649.9594243260046,60.96092003198143,0.873,7212.6,22.7,142932.8,Confirmed Cryogenic Deposit
CRATER-ICE-269,-89.07825403117275,268.34318609095425,-185.02888433874372,59.88911727073904,0.872,7206.4,22.6,142018.0,Confirmed Cryogenic Deposit
CRATER-ICE-270,-88.1899645804886,2.5530525987735557,-1102.8311486403634,62.4437511669762,0.872,7206.4,22.6,142018.0,Confirmed Cryogenic Deposit
CRATER-ICE-271,-88.6440729169301,276.9302013269712,-972.346567620379,48.90076371724218,0.87,7194.0,22.6,141448.4,Confirmed Cryogenic Deposit
CRATER-ICE-272,-89.47751352097848,189.05070663706667,-419.0890479464631,86.25216858926518,0.87,7194.0,22.6,141448.4,Confirmed Cryogenic Deposit
CRATER-ICE-273,-88.29662911866123,73.61404603049647,-1468.962989333411,85.07049712972022,0.869,7187.8,22.6,141164.1,Confirmed Cryogenic Deposit
CRATER-ICE-274,-88.55740324723045,156.81209688457523,-897.9562137296716,69.81869591378418,0.869,7187.8,22.6,141164.1,Confirmed Cryogenic Deposit
CRATER-ICE-275,-88.42649752827948,163.9421658892587,-422.87011386211225,41.20595363839078,0.867,7175.4,22.5,139974.1,Confirmed Cryogenic Deposit
CRATER-ICE-276,-88.51644136321316,51.50230298042486,190.38798809881632,87.26466131840485,0.867,7175.4,22.5,139974.1,Confirmed Cryogenic Deposit
CRATER-ICE-277,-89.55983988886099,155.6626896666324,-1492.624596241605,43.8925518577168,0.866,7169.2,22.5,139691.9,Confirmed Cryogenic Deposit
CRATER-ICE-278,-89.44483240773276,72.64618137088449,-2141.933204199431,91.64880556555876,0.866,7169.2,22.5,139691.9,Confirmed Cryogenic Deposit
CRATER-ICE-279,-89.60863233407946,95.46146682600802,-791.571697239011,93.859552891827,0.866,7169.2,22.5,139691.9,Confirmed Cryogenic Deposit
CRATER-ICE-280,-88.43622590616519,341.22836421131785,-1474.5532549493696,73.73535933690137,0.865,7163.0,22.5,139409.9,Confirmed Cryogenic Deposit
CRATER-ICE-281,-89.65777154156923,92.5748463992745,-1253.9572468441456,51.505152602720166,0.865,7163.0,22.5,139409.9,Confirmed Cryogenic Deposit
CRATER-ICE-282,-88.25379595127457,309.3964498200783,-460.51410557919553,91.6880620535752,0.865,7163.0,22.5,139409.9,Confirmed Cryogenic Deposit
CRATER-ICE-283,-89.85730831419178,258.32209775347286,-2292.958670135134,93.59749357945309,0.865,7163.0,22.5,139409.9,Confirmed Cryogenic Deposit
CRATER-ICE-284,-88.06067495710356,277.676331558066,-1476.883417424012,80.67560063046174,0.865,7163.0,22.5,139409.9,Confirmed Cryogenic Deposit
CRATER-ICE-285,-89.582089522398,43.88011634892923,-1388.1319026008775,62.89058792211425,0.864,7156.8,22.5,139128.2,Confirmed Cryogenic Deposit
CRATER-ICE-286,-89.09209434150846,88.36360651401496,-493.1145712046648,48.00202466013578,0.864,7156.8,22.5,139128.2,Confirmed Cryogenic Deposit
CRATER-ICE-287,-88.50921151055833,307.6370615527849,-888.9448717890293,56.21027516771802,0.864,7156.8,22.5,139128.2,Confirmed Cryogenic Deposit
CRATER-ICE-288,-88.16522121290927,34.00647328839128,-1131.9633118398544,85.09391609465501,0.864,7156.8,22.5,139128.2,Confirmed Cryogenic Deposit
CRATER-ICE-289,-89.30080888779437,341.66865714581405,-440.2396925777042,90.59345623908324,0.864,7156.8,22.5,139128.2,Confirmed Cryogenic Deposit
CRATER-ICE-290,-88.57943306516876,157.60133182786316,-2137.46504037802,78.08846300894348,0.864,7156.8,22.5,139128.2,Confirmed Cryogenic Deposit
CRATER-ICE-291,-89.15694508036165,190.8188421164571,-1114.8048157679266,41.10369024738317,0.863,7150.6,22.5,138846.8,Confirmed Cryogenic Deposit
CRATER-ICE-292,-89.48896772250143,165.94905319651426,-1514.2408135049136,48.73991150894039,0.863,7150.6,22.5,138846.8,Confirmed Cryogenic Deposit
CRATER-ICE-293,-89.37926398024985,54.11182409422875,-404.10504496964927,46.6232774399423,0.863,7150.6,22.5,138846.8,Confirmed Cryogenic Deposit
CRATER-ICE-294,-88.01409458857324,299.9787498103528,-474.503572311772,41.46549101401271,0.863,7150.6,22.5,138846.8,Confirmed Cryogenic Deposit
CRATER-ICE-295,-89.85495526807541,98.83605050656008,-825.1749944759008,69.85495491429967,0.862,7144.4,22.4,137949.8,Confirmed Cryogenic Deposit
CRATER-ICE-296,-88.69429340665442,15.71793433668307,-1764.253379132679,40.33388425475968,0.862,7144.4,22.4,137949.8,Confirmed Cryogenic Deposit
CRATER-ICE-297,-88.70735469916431,38.53048831597371,-749.7164156342956,45.99581094939783,0.862,7144.4,22.4,137949.8,Confirmed Cryogenic Deposit
CRATER-ICE-298,-88.17241988056972,61.54016168433089,-1806.771138344692,90.71858510642838,0.861,7138.2,22.4,137670.2,Confirmed Cryogenic Deposit
CRATER-ICE-299,-89.88410900443398,217.83658400537425,-737.9864363142306,77.23268656610318,0.859,7125.8,22.4,137111.8,Confirmed Cryogenic Deposit
CRATER-ICE-300,-89.29784819020307,29.960303834906025,-2415.914239695188,81.25122047132794,0.859,7125.8,22.4,137111.8,Confirmed Cryogenic Deposit
CRATER-ICE-301,-89.2598979956349,69.60212410033878,-1055.303110814054,70.36846007508701,0.859,7125.8,22.4,137111.8,Confirmed Cryogenic Deposit
CRATER-ICE-302,-89.59340201906208,335.49989027557393,-370.2628219743964,68.8433921458114,0.859,7125.8,22.4,137111.8,Confirmed Cryogenic Deposit
CRATER-ICE-303,-88.17776883864562,100.68258835671952,-1774.2825714832284,78.97468838840409,0.859,7125.8,22.4,137111.8,Confirmed Cryogenic Deposit
CRATER-ICE-304,-89.16506624010142,262.65839372472334,802.5902440555906,49.21156972869324,0.859,7125.8,22.4,137111.8,Confirmed Cryogenic Deposit
CRATER-ICE-305,-88.07957578305307,12.30321205479147,-2668.804226685465,63.04240923962233,0.857,7113.4,22.4,136554.5,Confirmed Cryogenic Deposit
CRATER-ICE-306,-88.40869574348821,242.28293986392373,-1637.7534311059928,91.25885707565598,0.857,7113.4,22.4,136554.5,Confirmed Cryogenic Deposit
CRATER-ICE-307,-89.74496243199081,31.04970166942737,-529.5887563709517,74.72564191822849,0.857,7113.4,22.4,136554.5,Confirmed Cryogenic Deposit
CRATER-ICE-308,-88.66188445509317,249.4084315067672,-674.8747476080223,94.62469199690184,0.856,7107.2,22.3,135667.9,Confirmed Cryogenic Deposit
CRATER-ICE-309,-89.21175266086065,130.38537700589455,-1106.7935580193034,93.01388774607686,0.856,7107.2,22.3,135667.9,Confirmed Cryogenic Deposit
CRATER-ICE-310,-88.38899210746621,35.139613719236976,-431.2542571133909,60.18370053680475,0.856,7107.2,22.3,135667.9,Confirmed Cryogenic Deposit
CRATER-ICE-311,-88.58824982560421,165.34932775670654,-725.1684541654473,54.53568716668651,0.856,7107.2,22.3,135667.9,Confirmed Cryogenic Deposit
CRATER-ICE-312,-89.52904285438267,316.3972125286268,-1319.708755401434,44.36951241643922,0.856,7107.2,22.3,135667.9,Confirmed Cryogenic Deposit
CRATER-ICE-313,-88.1258760962972,331.2709149867386,-2180.4277777719217,85.82749645494849,0.855,7101.0,22.3,135391.2,Confirmed Cryogenic Deposit
CRATER-ICE-314,-88.1614970782797,295.5715009547152,-1297.3898030269004,69.5722689280841,0.855,7101.0,22.3,135391.2,Confirmed Cryogenic Deposit
CRATER-ICE-315,-89.1784721064533,255.5759064363287,-825.1811177449312,73.24742258932386,0.854,7094.8,22.3,135114.8,Confirmed Cryogenic Deposit
CRATER-ICE-316,-88.05361404283018,335.724015134146,603.2304871368954,89.43871646241799,0.854,7094.8,22.3,135114.8,Confirmed Cryogenic Deposit
CRATER-ICE-317,-88.199848353485,188.7316993935852,-1939.4147220760572,64.83405181834978,0.852,7082.4,22.3,134562.8,Confirmed Cryogenic Deposit
CRATER-ICE-318,-89.03315063298447,17.921160548295756,-270.79756121441926,67.71772507265732,0.852,7082.4,22.3,134562.8,Confirmed Cryogenic Deposit
CRATER-ICE-319,-89.70786691536671,23.074095973023173,-630.0145884529564,60.57028596553091,0.851,7076.2,22.2,133685.0,Confirmed Cryogenic Deposit
CRATER-ICE-320,-89.03508171674459,350.9136292810303,-345.60177755282234,61.222344733788105,0.851,7076.2,22.2,133685.0,Confirmed Cryogenic Deposit
CRATER-ICE-321,-88.54693961282685,48.52288257027772,-333.9703930536722,44.68870847563527,0.85,7070.0,22.2,133410.9,Confirmed Cryogenic Deposit
CRATER-ICE-322,-88.95522783880448,209.4197498904516,-2353.528284889448,57.6126522532687,0.85,7070.0,22.2,133410.9,Confirmed Cryogenic Deposit
CRATER-ICE-323,-89.19521208450026,338.5429322203959,-2092.1972291014517,73.68482966515288,0.849,7063.8,22.2,133137.1,Confirmed Cryogenic Deposit
CRATER-ICE-324,-88.28671376207852,80.95924088119143,-715.5648139315339,58.42123541277952,0.849,7063.8,22.2,133137.1,Confirmed Cryogenic Deposit
CRATER-ICE-325,-88.00975399737744,149.43858366777573,-874.5218918881735,93.30278910274228,0.848,7057.6,22.2,132863.6,Confirmed Cryogenic Deposit
CRATER-ICE-326,-88.36457127882761,252.3116510077968,-1244.6817461222488,53.22056747173065,0.848,7057.6,22.2,132863.6,Confirmed Cryogenic Deposit
CRATER-ICE-327,-89.1492382877978,301.1832757323569,-2012.5305847038608,52.681178523149455,0.848,7057.6,22.2,132863.6,Confirmed Cryogenic Deposit
CRATER-ICE-328,-88.08351042713733,46.72186766014006,-1188.530862259392,51.86065659008333,0.848,7057.6,22.2,132863.6,Confirmed Cryogenic Deposit
CRATER-ICE-329,-88.98615150921637,233.6954273391142,-1680.5983445108543,83.79531080638057,0.847,7051.4,22.2,132590.3,Confirmed Cryogenic Deposit
CRATER-ICE-330,-89.26296980485124,66.7893510927789,-1713.7017390652827,77.48547402288995,0.847,7051.4,22.2,132590.3,Confirmed Cryogenic Deposit
CRATER-ICE-331,-89.26045187143156,203.2538692645157,868.7801405471168,55.7555649429762,0.846,7045.2,22.2,132317.3,Confirmed Cryogenic Deposit
CRATER-ICE-332,-89.0656436737166,14.042311474614523,-792.5637410863937,66.02452919117445,0.845,7039.0,22.1,131449.8,Confirmed Cryogenic Deposit
CRATER-ICE-333,-89.8752963453296,342.81504523201403,-195.04204846905415,93.78450260074038,0.845,7039.0,22.1,131449.8,Confirmed Cryogenic Deposit
CRATER-ICE-334,-89.1477192702277,250.3758453039541,-2087.011916323996,58.36913200463009,0.845,7039.0,22.1,131449.8,Confirmed Cryogenic Deposit
CRATER-ICE-335,-88.60173878444765,93.08061491048852,-592.8146436319098,58.95125262023262,0.845,7039.0,22.1,131449.8,Confirmed Cryogenic Deposit
CRATER-ICE-336,-89.82991480002639,316.7415892589284,-568.739838880072,67.29132339725044,0.844,7032.8,22.1,131178.6,Confirmed Cryogenic Deposit
CRATER-ICE-337,-89.42963643646821,226.40585217250143,-2499.134274055974,40.616061346352936,0.843,7026.6,22.1,130907.7,Confirmed Cryogenic Deposit
CRATER-ICE-338,-89.17393499781812,71.57827090313279,-758.6558141952244,56.449459689001216,0.843,7026.6,22.1,130907.7,Confirmed Cryogenic Deposit
CRATER-ICE-339,-88.3871412439714,292.56949561528165,-1642.5928014718395,81.75166927503133,0.843,7026.6,22.1,130907.7,Confirmed Cryogenic Deposit
CRATER-ICE-340,-88.8924259468266,291.9976438699145,-1439.6395289593538,68.33528273799388,0.843,7026.6,22.1,130907.7,Confirmed Cryogenic Deposit
CRATER-ICE-341,-89.15502220388132,51.78040955651192,-1775.457349446539,40.235131856327,0.842,7020.4,22.1,130637.0,Confirmed Cryogenic Deposit
CRATER-ICE-342,-88.24681213958823,293.26502016933017,-933.7916170903916,63.71120883000923,0.842,7020.4,22.1,130637.0,Confirmed Cryogenic Deposit
CRATER-ICE-343,-88.05832518232371,275.8483701937364,-552.273975881407,93.77963190260073,0.842,7020.4,22.1,130637.0,Confirmed Cryogenic Deposit
CRATER-ICE-344,-88.52679827074627,171.63139518299815,-403.5786466607087,68.89766390247036,0.841,7014.2,22.1,130366.6,Confirmed Cryogenic Deposit
CRATER-ICE-345,-89.64885865026766,275.68234537766074,-765.3283224007616,76.81651105487546,0.84,7008.0,22.0,129507.8,Confirmed Cryogenic Deposit
CRATER-ICE-346,-88.94582948037065,115.20580071146102,-2763.6744035866204,69.65549788973925,0.839,7001.8,22.0,129239.2,Confirmed Cryogenic Deposit
CRATER-ICE-347,-89.40862041371273,179.1237900199413,-1208.164480312746,55.46926097888213,0.839,7001.8,22.0,129239.2,Confirmed Cryogenic Deposit
CRATER-ICE-348,-89.03705104080026,253.4169266380191,82.27539774237562,93.42722842418276,0.838,6995.6,22.0,128970.9,Confirmed Cryogenic Deposit
CRATER-ICE-349,-88.3218167551796,37.61366231082047,-1462.1067498479686,47.59080330116164,0.838,6995.6,22.0,128970.9,Confirmed Cryogenic Deposit
